소방서명,서센터명,출동소요시간,시군구명,읍면동명,GIS_X좌표,GIS_Y좌표,현장소방서거리,현장안전센터거리,발화요인대분류명,시설장소대분류명
frstt_nm,ward_nm,dsp_reqre_time,sigungu_nm,emd_nm,gis_x_axis,gis_y_axis,spt_frstt_dist,spt_safe_cnter_dist,ign_fctr_lclas_nm,fclty_place_lclas_nm
송파소방서,거여119안전센터,251,송파구,마천동,213230.69,544139.49,0.9,0.5,부주의,생활서비스
동대문소방서,용두119안전센터,410,동대문구,제기동,202641.4,553577.45,5,0.7,부주의,기타
영등포소방서,당산119안전센터,301,영등포구,양평동1가,190323.21,546916.62,1.6,3.2,부주의,주거
동대문소방서,휘경119안전센터,252,동대문구,휘경동,205068.75,554125.6,4.4,0.9,기계적 요인,주거
은평소방서,역촌119안전센터,400,은평구,갈현동,192383.9475,557726.1687,1.5,1.9,기계적 요인,주거
중랑소방서,신내119안전센터,337,중랑구,신내동,208774.8774,556852.8368,0.7,0.7,전기적 요인,주거
성북소방서,종암119안전센터,217,성북구,종암동,203237.46,555321.2,0.8,3.3,방화의심,주거
강남소방서,개포119안전센터,313,강남구,개포동,204812.46,541630.65,0.5,5.2,기계적 요인,판매/업무시설
은평소방서,진관119안전센터,458,은평구,불광동,194043.65,557470.83,3.1,3.1,부주의,주거
강북소방서,미아119안전센터,237,강북구,미아동,202328.6179,557990.2201,2.9,0.3,전기적 요인,주거
중부소방서,무학119안전센터,313,중구,신당동,201159.83,550923.02,0.9,0.6,전기적 요인,판매/업무시설
강북소방서,번동119안전센터,406,강북구,번동,202192.0942,559686.7863,1.5,1.5,전기적 요인,판매/업무시설
동작소방서,상도119안전센터,241,동작구,상도동,193900.68,544446.94,1.9,0.8,부주의,기타
노원소방서,수락119안전센터,124,노원구,상계동,205248.2003,563778.0815,4.8,1.6,부주의,주거
영등포소방서,당산119안전센터,225,영등포구,당산동5가,191206.6954,548264.8203,2.8,0.7,부주의,생활서비스
구로소방서,공단119안전센터,330,구로구,가리봉동,190223.9,542499.94,3.9,1.1,전기적 요인,판매/업무시설
마포소방서,염리119안전센터,213,마포구,용강동,194940.35,549054.57,2.1,0.4,전기적 요인,판매/업무시설
동대문소방서,용두119안전센터,424,동대문구,용두동,203411.78,552913.25,3.4,0.9,전기적 요인,판매/업무시설
마포소방서,서교119안전센터,419,마포구,서교동,192826.71,550620.11,2.1,0.7,전기적 요인,생활서비스
은평소방서,진관119안전센터,116,은평구,갈현동,192908.95,558518.18,0.3,0.3,부주의,의료/복지시설
강서소방서,방화119안전센터,410,강서구,방화동,184330.24,552300.64,4.1,1.8,전기적 요인,주거
서초소방서,양재119안전센터,340,서초구,양재동,203711.59,542222.08,8.3,1.5,부주의,기타
마포소방서,신수119안전센터,220,마포구,대흥동,195026.81,550756.37,1.4,1.4,전기적 요인,기타
노원소방서,하계119안전센터,254,노원구,상계동,205506.69,561069.15,1.8,1.1,전기적 요인,자동차/철도차량
서대문소방서,연희119안전센터,459,서대문구,창천동,194380.32,550850.27,2.4,2.4,부주의,기타
영등포소방서,여의도119안전센터,308,영등포구,여의도동,193782.7416,547169.4436,3,1.8,전기적 요인,주거
서초소방서,서초119안전센터,340,서초구,서초동,202516.12,543817.17,4.5,1,부주의,주거
구로소방서,수궁119안전센터,608,구로구,오류동,186542.9261,543800.6274,2.1,2,부주의,주거
영등포소방서,영등포119안전센터,340,영등포구,영등포동3가,191863.149,546601.3461,1.4,1.4,전기적 요인,생활서비스
용산소방서,서빙고119안전센터,441,용산구,이촌동,198121.9784,546355.6794,3.3,1.5,부주의,기타
구로소방서,구로119안전센터,348,구로구,구로동,189418.33,544123.63,2.9,0.8,부주의,주거
동대문소방서,장안119안전센터,307,동대문구,장안동,206403.2364,552492.2594,1.1,1.1,미상,판매/업무시설
강서소방서,발산119안전센터,314,강서구,화곡동,185756.0253,549276.3188,3.8,1.4,부주의,판매/업무시설
마포소방서,성산119안전센터,424,마포구,성산동,191830.2,551736.72,4.2,1.3,부주의,주거
종로소방서,종로119안전센터,228,종로구,낙원동,199031.89,552521.05,1.1,0.6,부주의,기타서비스
광진소방서,구의119안전센터,341,광진구,구의동,208329.04,549073.41,1.5,1.5,전기적 요인,주거
도봉소방서,쌍문119안전센터,300,도봉구,쌍문동,202224.1668,561058.497,2.5,1,부주의,의료/복지시설
서초소방서,반포119안전센터,508,서초구,방배동,198609.3197,542947.1081,3.4,3.4,부주의,주거
강서소방서,발산119안전센터,249,강서구,화곡동,185676.8197,549083.9249,3.1,1.8,부주의,판매/업무시설
관악소방서,관악119안전센터,615,관악구,봉천동,196531.02,541610.73,3.8,3.8,부주의,기타
양천소방서,신정119안전센터,322,양천구,신월동,185839.57,546604.28,3.8,1.3,기타,자동차/철도차량
도봉소방서,방학119안전센터,346,도봉구,창동,204083.9673,561698.2286,1.6,1.6,전기적 요인,주거
종로소방서,숭인119안전센터,453,종로구,창신동,201141.72,553140.48,4,2,미상,주거
중랑소방서,중화119안전센터,350,중랑구,묵동,206779.06,556720.37,2.3,1.2,부주의,주거
관악소방서,신림119안전센터,124,관악구,신림동,193288.73,542539.33,2.2,1.8,부주의,주거
강남소방서,개포119안전센터,328,강남구,개포동,205667.7647,541951.5532,2,4.4,전기적 요인,주거
광진소방서,중곡119안전센터,339,광진구,중곡동,207104.64,551728.26,3.5,1.4,전기적 요인,주거
서초소방서,서초119안전센터,924,서초구,서초동,201783.95,543919.62,3.6,3.6,기계적 요인,판매/업무시설
도봉소방서,방학119안전센터,239,도봉구,쌍문동,203364.74,562420.36,1.2,1.2,부주의,주거
강서소방서,등촌119안전센터,246,강서구,가양동,187293.1237,551724.4671,1.4,1.4,전기적 요인,주거
강서소방서,마곡119안전센터,221,강서구,마곡동,185439.472,551097.0927,2.8,1.8,부주의,기타
은평소방서,진관119안전센터,511,은평구,불광동,193398.125,557378.31,2.1,2.1,부주의,주거
송파소방서,마천119안전센터,437,송파구,장지동,212328.4505,542147.2634,3.2,3.2,부주의,기타
송파소방서,가락119안전센터,504,송파구,가락동,210686,543431.51,2.7,1.7,미상,주거
성동소방서,왕십리119안전센터,215,성동구,하왕십리동,202727.71,551372.14,3.5,1,부주의,생활서비스
강남소방서,역삼119안전센터,838,강남구,역삼동,204123.43,545113.01,2,1.4,부주의,기타
관악소방서,봉천119안전센터,343,관악구,봉천동,194196.48,543354.14,4,1,부주의,주거
중랑소방서,면목119안전센터,452,중랑구,면목동,207567.29,553122.89,4.9,0.9,전기적 요인,판매/업무시설
성북소방서,종암119안전센터,200,성북구,종암동,202905.9486,555584.7913,0.5,0.5,부주의,생활서비스
동작소방서,백운119안전센터,331,동작구,사당동,198330.12,542692.43,12,3,부주의,기타
관악소방서,관악119안전센터,455,관악구,봉천동,194619.96,542368.09,2.1,2.1,부주의,주거
중랑소방서,면목119안전센터,445,중랑구,면목동,207161.53,554375.09,3.9,1.9,전기적 요인,주거
강남소방서,삼성119안전센터,601,강남구,삼성동,203686.15,547411.38,2.3,2.3,전기적 요인,판매/업무시설
구로소방서,공단119안전센터,610,구로구,구로동,190412.94,543705.53,3.2,1.9,기계적 요인,주거
관악소방서,관악119안전센터,550,관악구,봉천동,197248.14,541205.34,4.2,4.2,부주의,주거
영등포소방서,당산119안전센터,224,영등포구,양평동5가,190489.15,548526.11,3.2,0.7,미상,판매/업무시설
관악소방서,관악119안전센터,515,관악구,신림동,194224.17,541477.52,3.2,3.2,미상,주거
마포소방서,신수119안전센터,231,마포구,신수동,194482.45,550325.5,1,1,부주의,생활서비스
중랑소방서,신내119안전센터,437,중랑구,묵동,207036.66,556604.85,2.3,2.3,전기적 요인,주거
동작소방서,상도119안전센터,530,동작구,상도동,194850.31,544493.55,3.4,2,부주의,주거
종로소방서,신교119안전센터,307,종로구,필운동,197290.0342,553147.7562,2,1,미상,주거
중랑소방서,망우119안전센터,302,중랑구,망우동,208437.1,554704.93,3.2,1,부주의,주거
도봉소방서,방학119안전센터,416,도봉구,창동,204428.41,561541.67,1.6,1.3,부주의,기타서비스
은평소방서,수색119안전센터,256,은평구,증산동,192235.05,554360.57,5,3,전기적 요인,생활서비스
중부소방서,무학119안전센터,335,중구,흥인동,201558.24,551997.82,0.6,0.6,방화,기타
중부소방서,무학119안전센터,841,중구,황학동,201644.36,552252.63,0.8,0.8,방화,판매/업무시설
종로소방서,숭인119안전센터,204,종로구,창신동,201625.9287,552400.2805,3.5,1.4,방화의심,판매/업무시설
종로소방서,숭인119안전센터,334,종로구,숭인동,,,0.2,0.2,방화의심,기타
종로소방서,종로119안전센터,312,종로구,묘동,199289.092,552376.1466,1,1,미상,기타
금천소방서,금천119안전센터,346,금천구,독산동,190937.03,541772.62,1.5,1.5,전기적 요인,생활서비스
구로소방서,고일119안전센터,613,구로구,개봉동,186900.1128,542833.1563,2.8,2.8,부주의,주거
영등포소방서,당산119안전센터,233,영등포구,양평동5가,190370.1669,548967.0453,4.5,1,부주의,주거
관악소방서,난곡119안전센터,332,관악구,신림동,192107.97,542860.52,5.4,1.9,부주의,기타
동작소방서,백운119안전센터,218,동작구,상도동,196019.6293,544355.3864,5.1,1.3,부주의,주거
관악소방서,신림119안전센터,243,관악구,신림동,192775.57,543223.72,4.8,1.5,부주의,기타
서초소방서,잠원119안전센터,420,서초구,반포동,201753.65,545174.25,3.2,2.2,부주의,주거
구로소방서,공단119안전센터,435,구로구,가리봉동,189670.69,542938.07,4,2.8,부주의,주거
영등포소방서,여의도119안전센터,409,영등포구,여의도동,193956.0937,546770.9638,3.5,0.5,부주의,주거
광진소방서,중곡119안전센터,317,광진구,구의동,208289.13,550308.84,1.3,1.3,기계적 요인,생활서비스
강북소방서,번동119안전센터,430,강북구,번동,203953.6903,558017.3571,1.9,1.9,전기적 요인,기타서비스
중랑소방서,망우119안전센터,311,중랑구,망우동,208345.9,555065.24,2.8,0.9,전기적 요인,주거
강남소방서,영동119안전센터,617,강남구,논현동,202589.1394,545345.4617,2.8,4.1,기타,주거
강북소방서,삼각산119안전센터,524,강북구,수유동,200948.6,558530.45,3.5,1.5,부주의,주거
종로소방서,숭인119안전센터,547,종로구,창신동,201340.21,552918.97,3.3,1.2,부주의,주거
강동소방서,성내119안전센터,428,강동구,둔촌동,212383.84,548208.57,2.1,1.2,전기적 요인,기타서비스
도봉소방서,방학119안전센터,411,도봉구,창동,204371.1244,562071.361,1.6,2.7,전기적 요인,주거
관악소방서,신림119안전센터,452,관악구,신림동,193732.22,541941.14,3,2.2,방화의심,주거
영등포소방서,대림119안전센터,423,영등포구,대림동,191569.77,543610.03,4.3,1.2,부주의,생활서비스
광진소방서,구의119안전센터,420,광진구,구의동,208059.4004,548389.6356,2.4,2.4,미상,판매/업무시설
노원소방서,공릉119안전센터,115,노원구,공릉동,206395.3912,557459.7928,2.8,0.9,미상,자동차/철도차량
양천소방서,양천119안전센터,402,양천구,신정동,187188.68,547396.89,2.1,2.1,전기적 요인,주거
광진소방서,능동119안전센터,301,광진구,화양동,206324.11,549344.45,1.5,1.2,부주의,기타
영등포소방서,영등포119안전센터,406,영등포구,문래동1가,190500.749,545728.6108,2,2,전기적 요인,생활서비스
구로소방서,고척119안전센터,105,구로구,고척동,187066.89,545047.83,1.7,0.1,전기적 요인,주거
강남소방서,역삼119안전센터,324,강남구,역삼동,202795.09,544008.88,3.8,1.3,부주의,기타
성북소방서,종암119안전센터,235,성북구,종암동,202847.35,554901.37,1.4,1.4,전기적 요인,주거
서초소방서,잠원119안전센터,545,서초구,반포동,201154.1213,545324.6402,2.5,1.3,전기적 요인,주거
동작소방서,백운119안전센터,309,동작구,사당동,197727.71,542384.97,7.6,2.4,미상,주거
종로소방서,숭인119안전센터,412,종로구,창신동,201291.19,553076.05,4.1,2.2,전기적 요인,주거
동대문소방서,장안119안전센터,325,동대문구,장안동,205932.7297,551416.178,0.4,0.4,기계적 요인,생활서비스
영등포소방서,당산119안전센터,406,영등포구,당산동1가,191003.76,547025.05,1.2,2.5,미상,주거
송파소방서,거여119안전센터,233,송파구,거여동,212755.38,544373.61,0.5,0.5,부주의,기타
광진소방서,구의119안전센터,358,광진구,구의동,207423.8074,548662.8616,1.2,1.2,기타,자동차/철도차량
강북소방서,번동119안전센터,330,강북구,수유동,202139.74,559901.39,0.5,0.5,부주의,기타
서대문소방서,북가좌119안전센터,448,서대문구,남가좌동,192604.42,552214.39,2.4,2,전기적 요인,생활서비스
강서소방서,화곡119안전센터,342,강서구,화곡동,186339.59,547841.6,4.7,1.9,부주의,주거
강서소방서,화곡119안전센터,537,강서구,화곡동,186197.49,547778.2,5,2.2,기계적 요인,판매/업무시설
영등포소방서,여의도119안전센터,142,영등포구,여의도동,193606.7918,546830.3695,2.8,0.8,전기적 요인,판매/업무시설
성동소방서,행당119안전센터,446,성동구,응봉동,202716.1171,550247.6505,2.5,2.5,부주의,주거
강서소방서,마곡119안전센터,350,강서구,마곡동,184088.7588,551189.509,4.2,0.7,화학적 요인,판매/업무시설
광진소방서,능동119안전센터,404,광진구,군자동,206583.47,550815.44,2.5,1.5,부주의,기타
은평소방서,수색119안전센터,345,은평구,신사동,192499.7193,555350.7861,3.7,3.3,부주의,기타
중랑소방서,신내119안전센터,427,중랑구,묵동,206964.22,557301.72,1.9,1.9,부주의,생활서비스
강서소방서,화곡119안전센터,320,강서구,화곡동,186452.3019,547955.8942,4.2,1.7,미상,자동차/철도차량
용산소방서,이태원119안전센터,319,용산구,이태원동,198901.9448,548906.9544,2,1.1,부주의,생활서비스
